Date,Province_State,Population,People_at_least_one_dose,People_fully_vaccinated
2021-04-09,Virginia,8535519,3096648,1769743
2021-04-09,Washington,7614893,2606688,1649313
2021-04-09,West Virginia,1792147,583217,395951
2021-04-09,Wisconsin,5822434,2124005,1302712
2021-04-09,Wyoming,578759,169230,120094
2021-04-10,NA,NA,114436039,68202458
2021-04-10,Alabama,4903185,1344658,788325
2021-04-10,Alaska,731545,265468,189958
2021-04-10,American Samoa,55641,18895,14737
2021-04-10,Arizona,7278717,2452911,1495431
2021-04-10,Arkansas,3017804,911997,533220
2021-04-10,California,39512223,14445185,7822226
2021-04-10,Colorado,5758736,2046950,1207372
2021-04-10,Connecticut,3565287,1486441,919764
2021-04-10,Delaware,973764,356640,193963
2021-04-10,Department of Defense,NA,1393544,779407
2021-04-10,District of Columbia,705749,236659,125680
2021-04-10,Federal Bureau of Prisons,NA,71671,51946
2021-04-10,Florida,21477737,7045431,4252378
2021-04-10,Georgia,10617423,3055334,1587661
2021-04-10,Guam,164229,63340,35635
2021-04-10,Hawaii,1415872,502477,334093
2021-04-10,Idaho,1787065,528480,352163
2021-04-10,Illinois,12671821,4632713,2544950
2021-04-10,Indian Health Services,NA,649010,425772
2021-04-10,Indiana,6732219,1976719,1326151
2021-04-10,Iowa,3155070,1124442,732901
2021-04-10,Kansas,2913314,1048351,609953
2021-04-10,Kentucky,4467673,1570018,989952
2021-04-10,Long Term Care (LTC) Program,NA,0,0
2021-04-10,Louisiana,4648794,1346239,918167
2021-04-10,Maine,1344212,557286,351967
2021-04-10,Maryland,6045680,2230189,1342839
2021-04-10,Massachusetts,6892503,2823706,1627036
2021-04-10,Michigan,9986857,3326666,2097665
2021-04-10,Minnesota,5639632,2067897,1327864
2021-04-10,Mississippi,2976149,805698,541374
2021-04-10,Missouri,6137428,1838162,1165450
2021-04-10,Montana,1068778,375820,247965
2021-04-10,Nebraska,1934408,699263,438594
2021-04-10,Nevada,3080156,982312,603867
2021-04-10,New Hampshire,1359711,637905,301313
2021-04-10,New Jersey,8882190,3532817,2153059
2021-04-10,New Mexico,2096829,904820,587476
2021-04-10,New York,19453561,7199856,4541344
2021-04-10,North Carolina,10488084,3405406,2086708
2021-04-10,North Dakota,762062,271992,190635
2021-04-10,Northern Mariana Islands,55144,18433,13250
2021-04-10,Ohio,11689100,3979349,2436093
2021-04-10,Oklahoma,3956971,1368221,877403
2021-04-10,Oregon,4217737,1406840,867782
2021-04-10,Pennsylvania,12801989,4607194,2512316
2021-04-10,Puerto Rico,3193694,807713,472472
2021-04-10,Rhode Island,1059361,403738,280240
2021-04-10,South Carolina,5148714,1610542,966695
2021-04-10,South Dakota,884659,350432,235316
2021-04-10,Tennessee,6829174,1976283,1158751
2021-04-10,Texas,28995881,8883466,5264535
2021-04-10,Utah,3205958,993103,489175
2021-04-10,Vermont,623989,246275,151206
2021-04-10,Veterans Health Administration,NA,2468077,1906777
2021-04-10,Virgin Islands,107268,28133,19216
2021-04-10,Virginia,8535519,3163043,1816153
2021-04-10,Washington,7614893,2666750,1688076
2021-04-10,West Virginia,1792147,590844,411020
2021-04-10,Wisconsin,5822434,2177355,1353739
2021-04-10,Wyoming,578759,169409,120246
2021-04-11,NA,NA,117142879,70692645
2021-04-11,Alabama,4903185,1371201,811323
2021-04-11,Alaska,731545,268587,194814
2021-04-11,American Samoa,55641,18895,14737
2021-04-11,Arizona,7278717,2494850,1540110
2021-04-11,Arkansas,3017804,929582,551699
2021-04-11,California,39512223,14803675,8110488
2021-04-11,Colorado,5758736,2099453,1249516
2021-04-11,Connecticut,3565287,1519748,944060
2021-04-11,Delaware,973764,362848,201012
2021-04-11,Department of Defense,NA,1430366,793818
2021-04-11,District of Columbia,705749,244653,130670
2021-04-11,Federal Bureau of Prisons,NA,73538,53095
2021-04-11,Florida,21477737,7204496,4392045
2021-04-11,Georgia,10617423,3058311,1591591
2021-04-11,Guam,164229,63481,35792
2021-04-11,Hawaii,1415872,503280,335003
2021-04-11,Idaho,1787065,537311,362093
2021-04-11,Illinois,12671821,4732641,2638915
2021-04-11,Indian Health Services,NA,654163,436042
2021-04-11,Indiana,6732219,2020564,1356734
2021-04-11,Iowa,3155070,1157297,755255
2021-04-11,Kansas,2913314,1071232,634261
2021-04-11,Kentucky,4467673,1595893,1027903
2021-04-11,Long Term Care (LTC) Program,NA,0,0
2021-04-11,Louisiana,4648794,1363546,943720
2021-04-11,Maine,1344212,574339,368643
2021-04-11,Maryland,6045680,2285293,1398541
2021-04-11,Massachusetts,6892503,2891527,1687323
2021-04-11,Michigan,9986857,3418037,2175595
2021-04-11,Minnesota,5639632,2097594,1359032
2021-04-11,Mississippi,2976149,817143,556642
2021-04-11,Missouri,6137428,1869805,1201809
2021-04-11,Montana,1068778,382817,255330
2021-04-11,Nebraska,1934408,699806,439263
2021-04-11,Nevada,3080156,1006304,624316
2021-04-11,New Hampshire,1359711,662538,313700
2021-04-11,New Jersey,8882190,3619470,2236169
2021-04-11,New Mexico,2096829,920834,604216
2021-04-11,New York,19453561,7378953,4696961
2021-04-11,North Carolina,10488084,3468529,2164920
2021-04-11,North Dakota,762062,276426,198260
2021-04-11,Northern Mariana Islands,55144,18670,13589
2021-04-11,Ohio,11689100,4051299,2524316
2021-04-11,Oklahoma,3956971,1386123,902370
2021-04-11,Oregon,4217737,1437634,897440
2021-04-11,Pennsylvania,12801989,4926401,2775652
2021-04-11,Puerto Rico,3193694,827538,489472
2021-04-11,Rhode Island,1059361,412815,287291
2021-04-11,South Carolina,5148714,1635813,998461
2021-04-11,South Dakota,884659,357294,243221
2021-04-11,Tennessee,6829174,2013257,1192566
2021-04-11,Texas,28995881,9143541,5502168
2021-04-11,Utah,3205958,1019257,515323
2021-04-11,Vermont,623989,252500,158310
2021-04-11,Veterans Health Administration,NA,2492473,1952898
2021-04-11,Virgin Islands,107268,28483,19750
2021-04-11,Virginia,8535519,3230909,1874243
2021-04-11,Washington,7614893,2719974,1737090
2021-04-11,West Virginia,1792147,598209,426351
2021-04-11,Wisconsin,5822434,2231148,1410339
2021-04-11,Wyoming,578759,169683,120534
2021-04-12,NA,NA,119242902,72630892
2021-04-12,Alabama,4903185,1382951,819550
2021-04-12,Alaska,731545,270838,198792
2021-04-12,American Samoa,55641,19406,14846
2021-04-12,Arizona,7278717,2533121,1579065
2021-04-12,Arkansas,3017804,944947,567249
2021-04-12,California,39512223,15123816,8332396
2021-04-12,Colorado,5758736,2143097,1285768
2021-04-12,Connecticut,3565287,1555580,974687
2021-04-12,Delaware,973764,369664,209192
2021-04-12,Department of Defense,NA,1468618,812924
2021-04-12,District of Columbia,705749,250917,135412
2021-04-12,Federal Bureau of Prisons,NA,74459,53264
2021-04-12,Florida,21477737,7367260,4525445
2021-04-12,Georgia,10617423,3060628,1594354
2021-04-12,Guam,164229,64054,36210
2021-04-12,Hawaii,1415872,510152,345487
2021-04-12,Idaho,1787065,548331,373212
2021-04-12,Illinois,12671821,4826744,2747814
2021-04-12,Indian Health Services,NA,657255,441943
2021-04-12,Indiana,6732219,2059322,1381844
2021-04-12,Iowa,3155070,1188039,783748
2021-04-12,Kansas,2913314,1089568,659259
2021-04-12,Kentucky,4467673,1617017,1060594
2021-04-12,Long Term Care (LTC) Program,NA,0,0
2021-04-12,Louisiana,4648794,1379625,967358
2021-04-12,Maine,1344212,575892,369973
2021-04-12,Maryland,6045680,2323927,1435290
2021-04-12,Massachusetts,6892503,2964422,1738537
2021-04-12,Michigan,9986857,3491441,2248768
2021-04-12,Minnesota,5639632,2156318,1413734
2021-04-12,Mississippi,2976149,829854,571472
2021-04-12,Missouri,6137428,1901428,1238025
2021-04-12,Montana,1068778,388207,263816
2021-04-12,Nebraska,1934408,710342,453956
2021-04-12,Nevada,3080156,1028619,644363
2021-04-12,New Hampshire,1359711,692179,327331
2021-04-12,New Jersey,8882190,3682138,2288890
2021-04-12,New Mexico,2096829,936846,615420
2021-04-12,New York,19453561,7527413,4833937
2021-04-12,North Carolina,10488084,3528522,2230919
2021-04-12,North Dakota,762062,278831,203101
2021-04-12,Northern Mariana Islands,55144,18904,14024
2021-04-12,Ohio,11689100,4052665,2526025
2021-04-12,Oklahoma,3956971,1402339,926868
2021-04-12,Oregon,4217737,1473448,923545
2021-04-12,Pennsylvania,12801989,4986237,2837612
2021-04-12,Puerto Rico,3193694,847783,506765
2021-04-12,Rhode Island,1059361,420639,297589
2021-04-12,South Carolina,5148714,1663746,1035551
2021-04-12,South Dakota,884659,362791,249944
2021-04-12,Tennessee,6829174,2049823,1227764
2021-04-12,Texas,28995881,9293759,5650179
2021-04-12,Utah,3205958,1019689,515888
2021-04-12,Vermont,623989,258219,163581
2021-04-12,Veterans Health Administration,NA,2512833,1988201
2021-04-12,Virgin Islands,107268,28559,19855
2021-04-12,Virginia,8535519,3294755,1933675
2021-04-12,Washington,7614893,2776113,1785182
2021-04-12,West Virginia,1792147,600905,432618
2021-04-12,Wisconsin,5822434,2275717,1468571
2021-04-12,Wyoming,578759,180223,131933
2021-04-13,NA,NA,120848490,74066085
2021-04-13,Alabama,4903185,1389598,824052
2021-04-13,Alaska,731545,272212,201795
2021-04-13,American Samoa,55641,19406,14846
2021-04-13,Arizona,7278717,2558747,1602317
2021-04-13,Arkansas,3017804,950204,572844
2021-04-13,California,39512223,15320888,8459357
2021-04-13,Colorado,5758736,2193270,1311847
2021-04-13,Connecticut,3565287,1583584,1001744
2021-04-13,Delaware,973764,373330,212392
2021-04-13,Department of Defense,NA,1479397,821566
2021-04-13,District of Columbia,705749,256132,139472
2021-04-13,Federal Bureau of Prisons,NA,74487,53292
2021-04-13,Florida,21477737,7477121,4605451
2021-04-13,Georgia,10617423,3062204,1595403
2021-04-13,Guam,164229,64118,36226
2021-04-13,Hawaii,1415872,518940,356879
2021-04-13,Idaho,1787065,553741,379753
2021-04-13,Illinois,12671821,4910956,2821990
2021-04-13,Indian Health Services,NA,659239,444728
2021-04-13,Indiana,6732219,2092427,1404887
2021-04-13,Iowa,3155070,1202244,796722
2021-04-13,Kansas,2913314,1097450,666644
2021-04-13,Kentucky,4467673,1623199,1072660
2021-04-13,Long Term Care (LTC) Program,NA,0,0
2021-04-13,Louisiana,4648794,1387740,978932
2021-04-13,Maine,1344212,577303,371821
2021-04-13,Maryland,6045680,2326076,1436711
2021-04-13,Massachusetts,6892503,3021548,1779448
2021-04-13,Michigan,9986857,3542996,2305267
2021-04-13,Minnesota,5639632,2219065,1468594
2021-04-13,Mississippi,2976149,830197,571808
2021-04-13,Missouri,6137428,1931639,1263413
2021-04-13,Montana,1068778,390361,266185
2021-04-13,Nebraska,1934408,719301,461917
2021-04-13,Nevada,3080156,1045774,662481
2021-04-13,New Hampshire,1359711,711212,339822
2021-04-13,New Jersey,8882190,3738568,2335482
2021-04-13,New Mexico,2096829,942879,621671
2021-04-13,New York,19453561,7630961,4931444
2021-04-13,North Carolina,10488084,3570420,2273894
2021-04-13,North Dakota,762062,280575,206710
2021-04-13,Northern Mariana Islands,55144,18905,14025
2021-04-13,Ohio,11689100,4167028,2679834
2021-04-13,Oklahoma,3956971,1410306,937722
2021-04-13,Oregon,4217737,1496348,942416
2021-04-13,Pennsylvania,12801989,5059892,2911810
2021-04-13,Puerto Rico,3193694,871637,521776
2021-04-13,Rhode Island,1059361,429419,304112
2021-04-13,South Carolina,5148714,1681670,1059793
2021-04-13,South Dakota,884659,364795,252006
2021-04-13,Tennessee,6829174,2068289,1243190
2021-04-13,Texas,28995881,9401590,5758786
2021-04-13,Utah,3205958,1019919,516667
2021-04-13,Vermont,623989,264954,169769
2021-04-13,Veterans Health Administration,NA,2534219,2025008
2021-04-13,Virgin Islands,107268,28609,19954
2021-04-13,Virginia,8535519,3329016,1960371
2021-04-13,Washington,7614893,2830574,1831031
2021-04-13,West Virginia,1792147,601709,433539
2021-04-13,Wisconsin,5822434,2311782,1499965
2021-04-13,Wyoming,578759,180275,131994
2021-04-14,NA,NA,122295530,75322283
2021-04-14,Alabama,4903185,1407463,844353
2021-04-14,Alaska,731545,282684,222407
2021-04-14,American Samoa,55641,19408,14846
2021-04-14,Arizona,7278717,2579710,1618978
2021-04-14,Arkansas,3017804,952900,576509
2021-04-14,California,39512223,15451699,8553174
2021-04-14,Colorado,5758736,2231953,1333034
2021-04-14,Connecticut,3565287,1603712,1020173
2021-04-14,Delaware,973764,377146,215263
2021-04-14,Department of Defense,NA,1489045,829814
2021-04-14,District of Columbia,705749,260750,144190
2021-04-14,Federal Bureau of Prisons,NA,74597,53398
2021-04-14,Florida,21477737,7553441,4652671
2021-04-14,Georgia,10617423,3250068,1737965
2021-04-14,Guam,164229,65745,37767
2021-04-14,Hawaii,1415872,524641,363486
2021-04-14,Idaho,1787065,556253,382381
2021-04-14,Illinois,12671821,4951552,2858827
2021-04-14,Indian Health Services,NA,661456,447692
2021-04-14,Indiana,6732219,2105438,1411286
2021-04-14,Iowa,3155070,1208779,804321
2021-04-14,Kansas,2913314,1102988,674861
2021-04-14,Kentucky,4467673,1625639,1077734
2021-04-14,Long Term Care (LTC) Program,NA,0,0
2021-04-14,Louisiana,4648794,1392126,985901
2021-04-14,Maine,1344212,607695,398430
2021-04-14,Maryland,6045680,2386663,1498232
2021-04-14,Massachusetts,6892503,3065443,1803735
2021-04-14,Michigan,9986857,3565157,2324765
2021-04-14,Minnesota,5639632,2237959,1483979
2021-04-14,Mississippi,2976149,835329,576869
2021-04-14,Missouri,6137428,1961526,1287458
2021-04-14,Montana,1068778,391890,268087
2021-04-14,Nebraska,1934408,741364,485529
2021-04-14,Nevada,3080156,1050539,666537
2021-04-14,New Hampshire,1359711,724874,346316
2021-04-14,New Jersey,8882190,3797352,2391528
2021-04-14,New Mexico,2096829,944676,624260
2021-04-14,New York,19453561,7743155,5035736
2021-04-14,North Carolina,10488084,3593888,2291342
2021-04-14,North Dakota,762062,280650,206741
2021-04-14,Northern Mariana Islands,55144,19174,14191
2021-04-14,Ohio,11689100,4184700,2707455
2021-04-14,Oklahoma,3956971,1414279,951258
2021-04-14,Oregon,4217737,1512819,956243
2021-04-14,Pennsylvania,12801989,5129217,2982784
2021-04-14,Puerto Rico,3193694,880999,531501
2021-04-14,Rhode Island,1059361,443001,311996
2021-04-14,South Carolina,5148714,1689445,1067882
2021-04-14,South Dakota,884659,365410,252713
2021-04-14,Tennessee,6829174,2077688,1247930
2021-04-14,Texas,28995881,9522257,5867492
2021-04-14,Utah,3205958,1061662,547046
2021-04-14,Vermont,623989,268952,173413
2021-04-14,Veterans Health Administration,NA,2536269,2029471
2021-04-14,Virgin Islands,107268,29222,20473
2021-04-14,Virginia,8535519,3360106,1998026
2021-04-14,Washington,7614893,2862032,1860506
2021-04-14,West Virginia,1792147,603993,436584
2021-04-14,Wisconsin,5822434,2322388,1509913
2021-04-14,Wyoming,578759,181974,134166
2021-04-15,NA,NA,123917385,76681252
2021-04-15,Alabama,4903185,1426530,868550
2021-04-15,Alaska,731545,284110,225131
2021-04-15,American Samoa,55641,19632,15239
2021-04-15,Arizona,7278717,2604648,1643434
2021-04-15,Arkansas,3017804,965352,590188
2021-04-15,California,39512223,15797249,8696655
2021-04-15,Colorado,5758736,2276754,1358993
2021-04-15,Connecticut,3565287,1629882,1040433
2021-04-15,Delaware,973764,382813,222121
2021-04-15,Department of Defense,NA,1508083,848793
2021-04-15,District of Columbia,705749,263823,147799
2021-04-15,Federal Bureau of Prisons,NA,75510,54008
2021-04-15,Florida,21477737,7633413,4705146
2021-04-15,Georgia,10617423,3290515,1782385
2021-04-15,Guam,164229,66748,39053
2021-04-15,Hawaii,1415872,533673,372339
2021-04-15,Idaho,1787065,552313,378008
2021-04-15,Illinois,12671821,4964094,2875073
2021-04-15,Indian Health Services,NA,666415,455913
2021-04-15,Indiana,6732219,2109358,1419782
2021-04-15,Iowa,3155070,1227309,821589
2021-04-15,Kansas,2913314,1115228,689812
2021-04-15,Kentucky,4467673,1656702,1111018
2021-04-15,Long Term Care (LTC) Program,NA,0,0
2021-04-15,Louisiana,4648794,1397631,991200
2021-04-15,Maine,1344212,616642,404943
2021-04-15,Maryland,6045680,2427307,1534499
2021-04-15,Massachusetts,6892503,3124643,1849210
2021-04-15,Michigan,9986857,3609519,2369798
2021-04-15,Minnesota,5639632,2254554,1496432
2021-04-15,Mississippi,2976149,844054,588887
2021-04-15,Missouri,6137428,1976497,1295767
2021-04-15,Montana,1068778,392616,269683
2021-04-15,Nebraska,1934408,753296,496992
2021-04-15,Nevada,3080156,1060196,676261
2021-04-15,New Hampshire,1359711,732717,351794
2021-04-15,New Jersey,8882190,3862780,2445130
2021-04-15,New Mexico,2096829,951067,632216
2021-04-15,New York,19453561,7856472,5137853
2021-04-15,North Carolina,10488084,3642553,2355104
2021-04-15,North Dakota,762062,281652,208612
2021-04-15,Northern Mariana Islands,55144,19445,14384
2021-04-15,Ohio,11689100,4223049,2770229
2021-04-15,Oklahoma,3956971,1417964,956879
2021-04-15,Oregon,4217737,1534466,970014
2021-04-15,Pennsylvania,12801989,5204337,3050358
2021-04-15,Puerto Rico,3193694,896839,545761
2021-04-15,Rhode Island,1059361,446220,316219
2021-04-15,South Carolina,5148714,1702386,1085136
2021-04-15,South Dakota,884659,367699,255954
2021-04-15,Tennessee,6829174,2087718,1260041
2021-04-15,Texas,28995881,9670695,6000263
2021-04-15,Utah,3205958,1079644,563429
2021-04-15,Vermont,623989,273837,177298
2021-04-15,Veterans Health Administration,NA,2550370,2059214
2021-04-15,Virgin Islands,107268,29893,21049
2021-04-15,Virginia,8535519,3405033,2044204
2021-04-15,Washington,7614893,2898988,1895244
2021-04-15,West Virginia,1792147,606808,440408
2021-04-15,Wisconsin,5822434,2338649,1529318
2021-04-15,Wyoming,578759,183741,135695
2021-04-16,NA,NA,125822868,78498290
2021-04-16,Alabama,4903185,1442051,893002
2021-04-16,Alaska,731545,284193,225221
2021-04-16,American Samoa,55641,19633,15239
2021-04-16,Arizona,7278717,2635334,1670496
2021-04-16,Arkansas,3017804,978137,606113
2021-04-16,California,39512223,16125197,8959332
2021-04-16,Colorado,5758736,2312508,1379177
2021-04-16,Connecticut,3565287,1654786,1058759
2021-04-16,Delaware,973764,388589,229230
2021-04-16,Department of Defense,NA,1533348,869437
2021-04-16,District of Columbia,705749,270051,153091
2021-04-16,Federal Bureau of Prisons,NA,75587,54074
2021-04-16,Florida,21477737,7768818,4819498
2021-04-16,Georgia,10617423,3333309,1835536
2021-04-16,Guam,164229,67747,40329
2021-04-16,Hawaii,1415872,540705,379371
2021-04-16,Idaho,1787065,556985,385531
2021-04-16,Illinois,12671821,5041287,2948062
2021-04-16,Indian Health Services,NA,671522,464181
2021-04-16,Indiana,6732219,2146247,1449816
2021-04-16,Iowa,3155070,1243854,838544
2021-04-16,Kansas,2913314,1129765,709852
2021-04-16,Kentucky,4467673,1677218,1141656
2021-04-16,Long Term Care (LTC) Program,NA,0,0
2021-04-16,Louisiana,4648794,1410511,1017907
2021-04-16,Maine,1344212,629163,414949
2021-04-16,Maryland,6045680,2467587,1567793
2021-04-16,Massachusetts,6892503,3183694,1892688
2021-04-16,Michigan,9986857,3669807,2423714
2021-04-16,Minnesota,5639632,2286384,1524901
2021-04-16,Mississippi,2976149,851908,599482
2021-04-16,Missouri,6137428,2000338,1322317
2021-04-16,Montana,1068778,397682,277211
2021-04-16,Nebraska,1934408,762206,508852
2021-04-16,Nevada,3080156,1078275,694463
2021-04-16,New Hampshire,1359711,764629,363308
2021-04-16,New Jersey,8882190,3922518,2494175
2021-04-16,New Mexico,2096829,964280,640363
2021-04-16,New York,19453561,7968346,5238268
2021-04-16,North Carolina,10488084,3676993,2416439
2021-04-16,North Dakota,762062,283076,212728
2021-04-16,Northern Mariana Islands,55144,19715,14626
2021-04-16,Ohio,11689100,4269197,2839225
2021-04-16,Oklahoma,3956971,1428544,974991
2021-04-16,Oregon,4217737,1558998,988029
2021-04-16,Pennsylvania,12801989,5289073,3120764
2021-04-16,Puerto Rico,3193694,950431,576945
2021-04-16,Rhode Island,1059361,452697,322059
2021-04-16,South Carolina,5148714,1717681,1110692
2021-04-16,South Dakota,884659,370859,260782
2021-04-16,Tennessee,6829174,2112243,1294250
2021-04-16,Texas,28995881,9813128,6158775
2021-04-16,Utah,3205958,1097671,574862
2021-04-16,Vermont,623989,278618,181510
2021-04-16,Veterans Health Administration,NA,2563634,2085474
2021-04-16,Virgin Islands,107268,30371,21693
2021-04-16,Virginia,8535519,3442211,2086620
2021-04-16,Washington,7614893,2938944,1930996
2021-04-16,West Virginia,1792147,610291,447532
2021-04-16,Wisconsin,5822434,2361298,1555733
2021-04-16,Wyoming,578759,183899,135799
2021-04-17,NA,NA,127743096,80609818
2021-04-17,Alabama,4903185,1459377,915654
2021-04-17,Alaska,731545,286100,228333
2021-04-17,American Samoa,55641,20247,15807
2021-04-17,Arizona,7278717,2663248,1702622
2021-04-17,Arkansas,3017804,989656,621708
2021-04-17,California,39512223,16475520,9439183
2021-04-17,Colorado,5758736,2349784,1405861
2021-04-17,Connecticut,3565287,1689462,1083206
2021-04-17,Delaware,973764,394951,236291
2021-04-17,Department of Defense,NA,1553206,884589
2021-04-17,District of Columbia,705749,275427,157353
2021-04-17,Federal Bureau of Prisons,NA,77232,55511
2021-04-17,Florida,21477737,7884848,4920302
2021-04-17,Georgia,10617423,3372331,1899992
2021-04-17,Guam,164229,68499,41096
2021-04-17,Hawaii,1415872,548900,387882
2021-04-17,Idaho,1787065,563126,394528
2021-04-17,Illinois,12671821,5114175,3012658
2021-04-17,Indian Health Services,NA,675604,472725
2021-04-17,Indiana,6732219,2180239,1480851
2021-04-17,Iowa,3155070,1258370,857061
2021-04-17,Kansas,2913314,1147957,731678
2021-04-17,Kentucky,4467673,1697397,1172523
2021-04-17,Long Term Care (LTC) Program,NA,0,0
2021-04-17,Louisiana,4648794,1420282,1041033
2021-04-17,Maine,1344212,641125,423789
2021-04-17,Maryland,6045680,2509705,1609564
2021-04-17,Massachusetts,6892503,3239232,1934940
2021-04-17,Michigan,9986857,3737661,2475149
2021-04-17,Minnesota,5639632,2321788,1556048
2021-04-17,Mississippi,2976149,859885,610460
2021-04-17,Missouri,6137428,2031823,1348313
2021-04-17,Montana,1068778,402846,282968
2021-04-17,Nebraska,1934408,775900,524782
2021-04-17,Nevada,3080156,1094142,708126
2021-04-17,New Hampshire,1359711,781912,372094
2021-04-17,New Jersey,8882190,3977971,2542293
2021-04-17,New Mexico,2096829,975654,655962
2021-04-17,New York,19453561,8080703,5348409
2021-04-17,North Carolina,10488084,3718123,2483100
2021-04-17,North Dakota,762062,286317,216079
2021-04-17,Northern Mariana Islands,55144,19886,14873
2021-04-17,Ohio,11689100,4317041,2912782
2021-04-17,Oklahoma,3956971,1438343,994536
2021-04-17,Oregon,4217737,1583802,1010493
2021-04-17,Pennsylvania,12801989,5385761,3214140
2021-04-17,Puerto Rico,3193694,970386,593407
2021-04-17,Rhode Island,1059361,461877,326821
2021-04-17,South Carolina,5148714,1736075,1136479
2021-04-17,South Dakota,884659,373961,265903
2021-04-17,Tennessee,6829174,2138487,1327292
2021-04-17,Texas,28995881,9942195,6298033
2021-04-17,Utah,3205958,1113131,591806
2021-04-17,Vermont,623989,283986,186187
2021-04-17,Veterans Health Administration,NA,2576401,2110281
2021-04-17,Virgin Islands,107268,30774,22188
2021-04-17,Virginia,8535519,3509424,2157020
2021-04-17,Washington,7614893,2976554,1967611
2021-04-17,West Virginia,1792147,614417,459631
2021-04-17,Wisconsin,5822434,2389763,1588828
2021-04-17,Wyoming,578759,186092,139498
2021-04-18,NA,NA,129494179,82471151
2021-04-18,Alabama,4903185,1476162,935377
2021-04-18,Alaska,731545,288040,231393
2021-04-18,American Samoa,55641,20248,15807
2021-04-18,Arizona,7278717,2696688,1743376
2021-04-18,Arkansas,3017804,999727,636000
2021-04-18,California,39512223,16772771,9677332
2021-04-18,Colorado,5758736,2382398,1441796
2021-04-18,Connecticut,3565287,1717977,1104482
2021-04-18,Delaware,973764,400065,242893
2021-04-18,Department of Defense,NA,1577813,904730
2021-04-18,District of Columbia,705749,281190,161202
2021-04-18,Federal Bureau of Prisons,NA,77970,56070
2021-04-18,Florida,21477737,8008113,5051844
2021-04-18,Georgia,10617423,3411530,1964775
2021-04-18,Guam,164229,69439,42430
2021-04-18,Hawaii,1415872,554619,394717
2021-04-18,Idaho,1787065,567527,404583
2021-04-18,Illinois,12671821,5203597,3097689
2021-04-18,Indian Health Services,NA,681710,480136
2021-04-18,Indiana,6732219,2209680,1509814
2021-04-18,Iowa,3155070,1274949,875533
2021-04-18,Kansas,2913314,1160023,752979
2021-04-18,Kentucky,4467673,1713280,1202995
2021-04-18,Long Term Care (LTC) Program,NA,0,0
2021-04-18,Louisiana,4648794,1430239,1062823
2021-04-18,Maine,1344212,652021,432309
2021-04-18,Maryland,6045680,2512904,1613116
2021-04-18,Massachusetts,6892503,3287256,1976458
2021-04-18,Michigan,9986857,3802759,2539039
2021-04-18,Minnesota,5639632,2344697,1584758
2021-04-18,Mississippi,2976149,860361,611057
2021-04-18,Missouri,6137428,2068176,1383468
2021-04-18,Montana,1068778,406579,290611
2021-04-18,Nebraska,1934408,776160,525203
2021-04-18,Nevada,3080156,1109751,721821
2021-04-18,New Hampshire,1359711,788193,379776
2021-04-18,New Jersey,8882190,4035544,2600534
2021-04-18,New Mexico,2096829,992527,667548
2021-04-18,New York,19453561,8184821,5459423
2021-04-18,North Carolina,10488084,3762976,2542066
2021-04-18,North Dakota,762062,287805,221253
2021-04-18,Northern Mariana Islands,55144,20227,15150
2021-04-18,Ohio,11689100,4364057,3008500
2021-04-18,Oklahoma,3956971,1447491,1013638
2021-04-18,Oregon,4217737,1610356,1033215
2021-04-18,Pennsylvania,12801989,5461018,3282010
2021-04-18,Puerto Rico,3193694,985938,607384
2021-04-18,Rhode Island,1059361,467574,330605
2021-04-18,South Carolina,5148714,1753929,1164968
2021-04-18,South Dakota,884659,377436,270390
2021-04-18,Tennessee,6829174,2160931,1358755
2021-04-18,Texas,28995881,10080135,6408763
2021-04-18,Utah,3205958,1136107,623611
2021-04-18,Vermont,623989,284195,186455
2021-04-18,Veterans Health Administration,NA,2588762,2136446
2021-04-18,Virgin Islands,107268,31288,22733
2021-04-18,Virginia,8535519,3557209,2219194
2021-04-18,Washington,7614893,3023361,2007102
2021-04-18,West Virginia,1792147,618208,471709
2021-04-18,Wisconsin,5822434,2427720,1634027
2021-04-18,Wyoming,578759,186241,139665
2021-04-19,NA,NA,131247546,84263408
2021-04-19,Alabama,4903185,1481314,943129
2021-04-19,Alaska,731545,290503,234553
2021-04-19,American Samoa,55641,20248,15809
2021-04-19,Arizona,7278717,2725197,1780037
2021-04-19,Arkansas,3017804,1010421,651184
2021-04-19,California,39512223,17076851,9897558
2021-04-19,Colorado,5758736,2418793,1482555
2021-04-19,Connecticut,3565287,1744185,1127897
2021-04-19,Delaware,973764,405029,249397
2021-04-19,Department of Defense,NA,1606946,924946
2021-04-19,District of Columbia,705749,288396,165820
2021-04-19,Federal Bureau of Prisons,NA,78272,56110
2021-04-19,Florida,21477737,8200956,5221061
2021-04-19,Georgia,10617423,3443914,2025794
2021-04-19,Guam,164229,69441,42434
2021-04-19,Hawaii,1415872,560693,402153
2021-04-19,Idaho,1787065,572799,414466
2021-04-19,Illinois,12671821,5284445,3183082
2021-04-19,Indian Health Services,NA,685097,486527
2021-04-19,Indiana,6732219,2235127,1534209
2021-04-19,Iowa,3155070,1288328,895032
2021-04-19,Kansas,2913314,1169036,771917
2021-04-19,Kentucky,4467673,1730961,1232184
2021-04-19,Long Term Care (LTC) Program,NA,0,0
2021-04-19,Louisiana,4648794,1438593,1083119
2021-04-19,Maine,1344212,652227,433691
2021-04-19,Maryland,6045680,2581378,1679382
